dataset,graph_id,source_index,split,n_nodes,n_edges,graph_hash_sha256,source_loader,source_name,source_ego_id
twitter,twitter_graph000153,153,train,85,792,94dc5a28549138e1c89acd87ad232f12110481e36460fdd8eb976fb39f81ce52,snap_twitter_tar_parser,ego-Twitter,14917050.0
twitter,twitter_graph000154,154,train,171,2538,71db49888c69e0e8b3470c2e0c78bff8f8fabc39fcc6f9db9b11cd6cca4785dc,snap_twitter_tar_parser,ego-Twitter,14922225.0
twitter,twitter_graph000155,155,train,60,568,a304f661a6d5abbc2484cd487075cb6d5ee2b0da396dbb8fe9b62d396d803c3d,snap_twitter_tar_parser,ego-Twitter,14936377.0
twitter,twitter_graph000156,156,train,206,2949,5447e17f0580479d6e4cc6a7260d3f5c1d56968e706c25ef2417ed09befc8e17,snap_twitter_tar_parser,ego-Twitter,14957252.0
twitter,twitter_graph000157,157,train,81,559,1deac66c426ffd37dc11a4d4a2ee823c860f7b9fa37b98813d99d052abaab630,snap_twitter_tar_parser,ego-Twitter,14984096.0
twitter,twitter_graph000158,158,train,47,196,6331cf804b0733d22a06c1ab442abfdf87c763eb7243dff9327e50570ac1f8ee,snap_twitter_tar_parser,ego-Twitter,15001424.0
twitter,twitter_graph000159,159,train,199,6720,2d056a9c2d812fff3a24017ae4a3d48ec729d9394d2fb17f76aa09a816d4622b,snap_twitter_tar_parser,ego-Twitter,15012486.0
twitter,twitter_graph000160,160,train,19,38,43299aeaababe2c61b8dbf3ea767ab4af11f0f43f37833ae412c7094e1faf253,snap_twitter_tar_parser,ego-Twitter,15053535.0
twitter,twitter_graph000161,161,train,208,2951,8c2a2f52dfef7047a7af93f98e3b953c1f1dcba40a57912da1206dd22ef6574c,snap_twitter_tar_parser,ego-Twitter,15070932.0
twitter,twitter_graph000162,162,train,103,766,185cc47897b6b9915f24599c69e49c11fdf77f4bd179825c03fdb84a44254e99,snap_twitter_tar_parser,ego-Twitter,15099384.0
twitter,twitter_graph000163,163,train,96,632,436f36f64bdaad92f46afeb3a9c709d29201ece3c5af7f3a108b821292b44a29,snap_twitter_tar_parser,ego-Twitter,15129912.0
twitter,twitter_graph000164,164,train,163,1113,b586a10b6aeddcb88f3ecdc4d87811268257dc261edfcc4ed71f2dc93043e3bc,snap_twitter_tar_parser,ego-Twitter,15164892.0
twitter,twitter_graph000165,165,train,203,6065,97e6a1358a912dda36d1ac028bf997a7215d8df0738cffc77111a3ad734b5a19,snap_twitter_tar_parser,ego-Twitter,15208246.0
twitter,twitter_graph000166,166,train,230,5840,04abb4d99a5a0b666659691551861e099451b642908d9248e7c62d8c7cc5ef93,snap_twitter_tar_parser,ego-Twitter,15292446.0
twitter,twitter_graph000167,167,train,247,3422,4ed4bf43f3bd369eb6f524d692a7be499fbd07b156242b448c2e8793ea81271f,snap_twitter_tar_parser,ego-Twitter,15329577.0
twitter,twitter_graph000168,168,train,123,1278,f75671c0b0fadd7fd1e0095994950c488d8b059108e92b0d61298cb9f4c582de,snap_twitter_tar_parser,ego-Twitter,15331855.0
twitter,twitter_graph000169,169,train,203,4356,f6f9a44da9b7afeaf4b430c2a98180b2af6314c1e658f91e78ab50f108708ee7,snap_twitter_tar_parser,ego-Twitter,15335809.0
twitter,twitter_graph000170,170,train,161,1518,addd938ed348b034a8e20d5a089318ed3075a9561c3e7364cfb232fd58747157,snap_twitter_tar_parser,ego-Twitter,15347317.0
twitter,twitter_graph000171,171,train,116,878,7339163d0e055e58d0352c399c629438e16d48a9d693a63631f68459d79db222,snap_twitter_tar_parser,ego-Twitter,15419775.0
twitter,twitter_graph000172,172,train,56,601,eb95eba423f9cf95b6152fe5fcc83c5b05ddd6730c2dd8f4bdae9caad71f48ae,snap_twitter_tar_parser,ego-Twitter,15420650.0
twitter,twitter_graph000173,173,train,26,195,6f076b6949930f0551791d7dc31980f16ea12d238c747a88421441e7b7a5464b,snap_twitter_tar_parser,ego-Twitter,15445811.0
twitter,twitter_graph000174,174,train,151,3068,6e22c1c0d8abbca251b2bb3dd848a9dca8bf1b887a4dc4efa0d8780df2425272,snap_twitter_tar_parser,ego-Twitter,15473958.0
twitter,twitter_graph000175,175,train,184,2666,4111dd4266f424d6a3075f05fa1735408edb17f83582a8c9adf312b9661f8fc3,snap_twitter_tar_parser,ego-Twitter,15477120.0
twitter,twitter_graph000176,176,train,226,2544,337aa3b9689bc69186a33aa372fb0e7cd2b52b46c108e47faf308eebb62722d1,snap_twitter_tar_parser,ego-Twitter,15481789.0
twitter,twitter_graph000177,177,train,234,4339,8bf94353cb0bb83e227f15bf993a739b13746d6edf61332cbabc9405c1d09b0b,snap_twitter_tar_parser,ego-Twitter,15507297.0
twitter,twitter_graph000178,178,train,153,894,91118b066f3cc7af53ab846914163148a59377bd128eb62b831d497e01424d62,snap_twitter_tar_parser,ego-Twitter,15527013.0
twitter,twitter_graph000179,179,train,66,370,e9caba21b13797b97c789a65248924ea79baca0d57c3ec235fee73317eda01af,snap_twitter_tar_parser,ego-Twitter,15533771.0
twitter,twitter_graph000180,180,train,31,158,f9d91d1ed84421efe07405482e6eafef461d6ff51c6f57207a91e685ae091131,snap_twitter_tar_parser,ego-Twitter,15589323.0
twitter,twitter_graph000181,181,train,60,274,5b2690b5ae45599b34aa259afee7683bebac0250ac6503a18810892f50a180c4,snap_twitter_tar_parser,ego-Twitter,15642031.0
twitter,twitter_graph000182,182,train,190,3591,694cb9b3ba91d519a232e848694c5103f528eff4ac3806ab201a94994d27b517,snap_twitter_tar_parser,ego-Twitter,15647676.0
twitter,twitter_graph000183,183,train,122,1612,a15f1b77b7900219bbf73a504de8dcc3908bc7fa52af6b3391b9b7811891632a,snap_twitter_tar_parser,ego-Twitter,15665127.0
twitter,twitter_graph000184,184,train,81,904,8acc55774ab2f6df7c46fe0c8d794a02ff6880ce76f6260cf631c32f08c98fff,snap_twitter_tar_parser,ego-Twitter,15706128.0
twitter,twitter_graph000185,185,train,94,703,67adbdaf8d4029c3e605b5eb7bfdc090f25331825a8d6e307515c0057ffb41bc,snap_twitter_tar_parser,ego-Twitter,15741636.0
twitter,twitter_graph000186,186,train,36,129,0c843d688cd28fa2d880aeb85ba6f570618f1621b06ff301bf01fda3ab50ba2f,snap_twitter_tar_parser,ego-Twitter,15797184.0
twitter,twitter_graph000187,187,train,223,3159,c99495ec3182e2700a888283a1e3842ee2cf921e7b38af7c591bfca85fc70547,snap_twitter_tar_parser,ego-Twitter,15849055.0
twitter,twitter_graph000188,188,train,33,178,f34172b80db3b2422128fdb3ec2da87b9382bd8eaa3e3d12940a89dab660fb12,snap_twitter_tar_parser,ego-Twitter,15859268.0
twitter,twitter_graph000189,189,train,150,919,56bcf57afdb9eb355aee24159a1cc6615ed2f6719bef59788848746449d57dfa,snap_twitter_tar_parser,ego-Twitter,15864197.0
twitter,twitter_graph000190,190,train,11,41,d399ad2210db3b6b43f810761bf5675100fea5e901a598302e6f4331cb29aec8,snap_twitter_tar_parser,ego-Twitter,15924858.0
twitter,twitter_graph000191,191,train,236,3625,e49062f9dcea69ad1685d40194585b92f9b966e23b33554c3974ccef697a20a5,snap_twitter_tar_parser,ego-Twitter,15938936.0
twitter,twitter_graph000192,192,train,219,2798,dc797684695a45bb854a13a926fabfc154c4c722271ecd471399913e0e89bf51,snap_twitter_tar_parser,ego-Twitter,15944663.0
twitter,twitter_graph000193,193,train,89,419,36b60e33e2a0e7ae8fd060f9903e258e2875a2e60ed7fe9e9274bef6eed2845c,snap_twitter_tar_parser,ego-Twitter,15947217.0
twitter,twitter_graph000194,194,train,95,1292,97349b41935e82d95b2caebca32f8c59a986f217e7516e9fb51ba9c7a43c3039,snap_twitter_tar_parser,ego-Twitter,15977848.0
twitter,twitter_graph000195,195,train,229,3496,2c803a609f65c62d2aeb63fdf0fa4931bde9306c99ae0924132907a2e69bbad1,snap_twitter_tar_parser,ego-Twitter,15989218.0
twitter,twitter_graph000196,196,train,122,948,bccf00c62b9ccfd6f070edfcb3a6809a031e4f81c4bedbbff33954f769b64c99,snap_twitter_tar_parser,ego-Twitter,16027078.0
twitter,twitter_graph000197,197,train,52,518,cc2deced8cea73ae5da9df106e6ffe5ea204c6d66e4f5fc21e937c12893ececb,snap_twitter_tar_parser,ego-Twitter,16105942.0
twitter,twitter_graph000198,198,train,239,3646,83bb79bb19582e7e79e6d536a4a721802c0cea4a2dc26b76f00dc4a10df4f832,snap_twitter_tar_parser,ego-Twitter,16183380.0
twitter,twitter_graph000199,199,train,146,1048,ee62fdcdfff5127264bd13c2de85140bcb9e4f4379eb78033597dde225319a85,snap_twitter_tar_parser,ego-Twitter,16193542.0
twitter,twitter_graph000200,200,train,155,1044,3f34a0199db460620119a5ed296051197a71c6aa4b3be5a199ad1b46cc51d813,snap_twitter_tar_parser,ego-Twitter,16212913.0
twitter,twitter_graph000201,201,train,141,954,389793619e1612533e79c97dc468c6c308435ae4340a7fe94d59dc961b9f4dec,snap_twitter_tar_parser,ego-Twitter,16234125.0
twitter,twitter_graph000202,202,train,235,3390,86162eefb23f13bebfb95de75b996628c1b67064341a6bf67ef2c912332007cd,snap_twitter_tar_parser,ego-Twitter,16247469.0
twitter,twitter_graph000203,203,train,189,1020,53ba11ae2c22e1c1e279c9d8d7dfe28f56876174b8a84c42187f9089fb0f95eb,snap_twitter_tar_parser,ego-Twitter,16263665.0
twitter,twitter_graph000204,204,train,95,685,5586de5bfa6f706ffb4614f478b3bb06ae7920f7033807e87786a651baa6e210,snap_twitter_tar_parser,ego-Twitter,16279105.0
twitter,twitter_graph000205,205,train,165,1511,2feb5b74e86480bcd5e7cff5148ca639d357c929c97fdc78ccb5fee19c580656,snap_twitter_tar_parser,ego-Twitter,16285517.0
twitter,twitter_graph000206,206,train,14,81,7b57de3019ba79f40e581796cf269416850e33c3b7c8fbf543592104a9272257,snap_twitter_tar_parser,ego-Twitter,16297193.0
twitter,twitter_graph000207,207,train,133,771,8d58803d5b73f4f27e042a9f9d2776f75f7a83db00eed63f78561c932ec64165,snap_twitter_tar_parser,ego-Twitter,16305227.0
twitter,twitter_graph000208,208,train,57,293,cb37c44694b389a70baff2810ef213ea80081315f74c3f3a9a4366ef742ce24b,snap_twitter_tar_parser,ego-Twitter,16421962.0
twitter,twitter_graph000209,209,train,63,251,760ee7f95e4f910819e1640fdd022226978501cf3673f68ef66df428e4186081,snap_twitter_tar_parser,ego-Twitter,16437633.0
twitter,twitter_graph000210,210,train,123,1691,8211e61bdb9c366507c8ce4d5e47ba52e2a49417fd2d2af32f56783a655e6464,snap_twitter_tar_parser,ego-Twitter,16465113.0
twitter,twitter_graph000211,211,train,40,276,88549f3ddea23602738d5297da326af7e69e851d4457501acb67946fdcc14529,snap_twitter_tar_parser,ego-Twitter,16476088.0
twitter,twitter_graph000212,212,train,50,324,f35bbe8e98aa998375a662ee9b8ccfa072382dd8ea67ca974ebcc57ff76fd4a8,snap_twitter_tar_parser,ego-Twitter,16505296.0
twitter,twitter_graph000213,213,train,131,1101,44bf566efd4244b7cff341408b87da33dfcedd50b3c68c5f79df577256e462de,snap_twitter_tar_parser,ego-Twitter,16591188.0
twitter,twitter_graph000214,214,train,105,975,f8a565ee362e57dbaf25a0a9839bede39820693b52adc8b3e0a98acdc5fc61a3,snap_twitter_tar_parser,ego-Twitter,16606585.0
twitter,twitter_graph000215,215,train,98,525,dc0c890376f24ff551a282fbfde5faf80a6e94c767d670d8178dba896d08842c,snap_twitter_tar_parser,ego-Twitter,16610683.0
twitter,twitter_graph000216,216,train,135,2048,f8452d87b86607bc31ac76db6545522d0e7e8766146fa5ff9b231b89c5f6e7ac,snap_twitter_tar_parser,ego-Twitter,16613128.0
twitter,twitter_graph000217,217,train,242,4227,42cfd051ef698bc8ffb0dea8b685b791b295dda504de94d30e0ea2bed9bdd68b,snap_twitter_tar_parser,ego-Twitter,16616109.0
twitter,twitter_graph000218,218,train,130,1349,22a6672ccdcd8cdffc76e3c8db2125654bc83d085720e494e69b9e5336898b17,snap_twitter_tar_parser,ego-Twitter,16652550.0
twitter,twitter_graph000219,219,train,15,51,f2b66bf105021c754cbde009b8fb0e8fc0ce26af760e8aef6b70d7fc5cdd9460,snap_twitter_tar_parser,ego-Twitter,16674149.0
twitter,twitter_graph000220,220,train,147,1256,67bcbd4380e87d19cd1072856f1d01feca98c35ca1dd4bfd73be1f2a845046b1,snap_twitter_tar_parser,ego-Twitter,16685316.0
twitter,twitter_graph000221,221,train,199,1918,0b0be58863013a4b4f7113e97ff1749e0b53d95fb2416623638c896851f2aed6,snap_twitter_tar_parser,ego-Twitter,16726878.0
twitter,twitter_graph000222,222,train,128,1954,43d24b8b428db70ae6a4f5303cc6ad7b177f3dfcb67d82b3ffd85b58858a71d8,snap_twitter_tar_parser,ego-Twitter,16734718.0
twitter,twitter_graph000223,223,train,186,2332,ada0629df87d32178d9313c8754752cdb37687c9d737e800f2299c006d9813b8,snap_twitter_tar_parser,ego-Twitter,16790036.0
twitter,twitter_graph000224,224,train,216,4218,e6dc9626815edbe11ea4b54a03c6b2f5c22aee489ae97aea44a804de8b0d85d3,snap_twitter_tar_parser,ego-Twitter,16809036.0
twitter,twitter_graph000225,225,train,146,1176,187be24ea6fe2cc01b569e01ea50a74239c92d6f27dadfec6beb184800a9f267,snap_twitter_tar_parser,ego-Twitter,16824073.0
twitter,twitter_graph000226,226,train,95,488,7110ab9cfa17d021d8890f0606fe8a113682741a00c867afecaab976cb95c754,snap_twitter_tar_parser,ego-Twitter,16834201.0
twitter,twitter_graph000227,227,train,62,723,f081206ef20390e9685df1ee6c7ee598b6a174aea2c033f15cc63633b9b6284a,snap_twitter_tar_parser,ego-Twitter,16840742.0
twitter,twitter_graph000228,228,train,219,1943,80b297544310b883dee9e045a2b30638acb916b684027b26cd9f3f085f6b02cf,snap_twitter_tar_parser,ego-Twitter,16869298.0
twitter,twitter_graph000229,229,train,125,1608,348b685b8a10f12ef8cade1c486104ff953556c32fe7db64b8c00ec74365043a,snap_twitter_tar_parser,ego-Twitter,16878507.0
twitter,twitter_graph000230,230,train,194,7790,43f3f35f4cb2b025fb8b398615318e31d3e6ff7ad62189cf10bb1030565ca70b,snap_twitter_tar_parser,ego-Twitter,16987303.0
twitter,twitter_graph000231,231,train,77,535,3fa657a1d30fb4e9d8cfcfd118b168f0532d6cf7ea07d1fd038da004b52a9d82,snap_twitter_tar_parser,ego-Twitter,17022544.0
twitter,twitter_graph000232,232,train,178,4467,f2dbcf73c6e4579987d1af383929ca6139c1b36f90c92d7a3a6323329bc38aa7,snap_twitter_tar_parser,ego-Twitter,17045060.0
twitter,twitter_graph000233,233,train,229,3764,47ababdbbcd11987a6a75c5c7545e5a76e28dcf33d6b13cc40f6557bcc34b45b,snap_twitter_tar_parser,ego-Twitter,17111909.0
twitter,twitter_graph000234,234,train,50,437,5aed363a89eeaec782cbd7078f622cff4e65fbd1fdc060ab4fd9a9ced3a7824a,snap_twitter_tar_parser,ego-Twitter,17135931.0
twitter,twitter_graph000235,235,train,155,1340,8cc032ee879fa3e0a66e398556c33d4d3626a295d3ca57c0ecc4d20ecb6394f6,snap_twitter_tar_parser,ego-Twitter,17137927.0
twitter,twitter_graph000236,236,train,155,2738,070bf7bb077e79ef5f301c0eafb7c674b7f862aa034d742c3d39acb7c2069bc6,snap_twitter_tar_parser,ego-Twitter,17384099.0
twitter,twitter_graph000237,237,train,120,3713,f15bdecab4c73797536f89dde2e4379100b2e982345350a9bd9dd3339e6ce1c0,snap_twitter_tar_parser,ego-Twitter,17396702.0
twitter,twitter_graph000238,238,train,192,1248,0cf35b30a6447f3e61d3c269e8d6761712da030a611cb321e1242869bb03f4b2,snap_twitter_tar_parser,ego-Twitter,17403755.0
twitter,twitter_graph000239,239,train,14,51,250696712226f22edf98c1d96b0e4863e989bad6752ca8cee87659050909b0a1,snap_twitter_tar_parser,ego-Twitter,17421011.0
twitter,twitter_graph000240,240,train,196,1788,6b9c125e449ab6e44efe05cc1a1c2dd4d33670fcc6b50e6b03ef7cee1faf429e,snap_twitter_tar_parser,ego-Twitter,17503591.0
twitter,twitter_graph000241,241,train,144,1768,ed6d1b329dc6997bf1c8ee1f31416b6b639fcbeaac9b597199bb704dc5ee0f42,snap_twitter_tar_parser,ego-Twitter,17561785.0
twitter,twitter_graph000242,242,train,96,1352,679fc0f98085352e043792260ee343032fb0915259a5ec51048ae0cde41d3770,snap_twitter_tar_parser,ego-Twitter,17600223.0
twitter,twitter_graph000243,243,train,162,2681,371d914d91eda6b416f3e8ea8f4073acb63ebe7ec592d66606d66d7999eb2b3f,snap_twitter_tar_parser,ego-Twitter,17602896.0
twitter,twitter_graph000244,244,train,97,338,12ba299b131b74f4d07d5bf152a2ee1a882c8dfb78627a21de44ba8765aa1b12,snap_twitter_tar_parser,ego-Twitter,17627996.0
twitter,twitter_graph000245,245,train,91,515,8a49144ddca85e0ff09374ac6ac47a82e070f4b113b7e354914d6723d32d9d4f,snap_twitter_tar_parser,ego-Twitter,17636894.0
twitter,twitter_graph000246,246,train,203,5715,3b65ba597a417bbaa212baf5689f409f3c6fa70e1d67d22e2dcee11a9f7e45ec,snap_twitter_tar_parser,ego-Twitter,17658786.0
twitter,twitter_graph000247,247,train,191,2328,1d4a83ada818bdb9e6e919eb37b8016ce4780124a766360d484d3d067451ed27,snap_twitter_tar_parser,ego-Twitter,17714569.0
twitter,twitter_graph000248,248,train,124,1393,a9b7f5d105b99055283e42d65bd36736f5d8de8d64135b6c5e0eadd2d48814c6,snap_twitter_tar_parser,ego-Twitter,17723880.0
twitter,twitter_graph000249,249,train,154,862,fb460b7cb4ad0ff6c657b517192b1ab58f77051475a2e601dcbc84f45854dd34,snap_twitter_tar_parser,ego-Twitter,17767841.0
twitter,twitter_graph000250,250,train,84,397,94bccb494e6ed9afa2b0a35d6633622cdc487914803b075213081af8f050192e,snap_twitter_tar_parser,ego-Twitter,17770689.0
twitter,twitter_graph000251,251,train,178,1366,bd4371b3fe823714cf32e13934a2a647440242d86ae7cece3a2883f70392a558,snap_twitter_tar_parser,ego-Twitter,17787399.0
twitter,twitter_graph000252,252,train,117,3795,b0a8748a07cd023b1fa50c4ebbc163854a2b52d9f860a8cefbcb9238f553de26,snap_twitter_tar_parser,ego-Twitter,17797990.0
twitter,twitter_graph000253,253,train,165,2448,58b63665a9cc3c53aea826744893269b3f05ae81ddc71b2c9d72dc826ce93d5a,snap_twitter_tar_parser,ego-Twitter,17822419.0
twitter,twitter_graph000254,254,train,229,5856,7a5cbcc71a1d065ccb129e2f2403816d7fe2aba8f150151238ca78d17e8851b4,snap_twitter_tar_parser,ego-Twitter,17866414.0
twitter,twitter_graph000255,255,train,27,120,c9f14b56f2c13c89cee670e790cb0e6e5a649a352336929c614eb47150a9d219,snap_twitter_tar_parser,ego-Twitter,17874544.0
twitter,twitter_graph000256,256,train,111,464,c598aeff7df62873434885008630b24ea4c89b56e4eb50bf96bbf91c3fa7b703,snap_twitter_tar_parser,ego-Twitter,17912917.0
twitter,twitter_graph000257,257,train,99,2008,eda7cc22cd0aa23fae446ddabedb7276e27a2098e61cdf23d97d0f706e0eb586,snap_twitter_tar_parser,ego-Twitter,17918629.0
twitter,twitter_graph000258,258,train,200,3213,61974481f8ff4fe7d92380103d983a10f31578c6a4601f4e0a67f69c34717c1b,snap_twitter_tar_parser,ego-Twitter,17922109.0
twitter,twitter_graph000259,259,train,149,1492,d0b971f85e946b9eae8371e796e2f72b1059602b1b7aa556aec87c67616bd5e0,snap_twitter_tar_parser,ego-Twitter,18068719.0
twitter,twitter_graph000260,260,train,149,1137,efd5ad645bd71613e8517b3da10ecc13868f35c829a0f6a4fab7dcd96a1c46e1,snap_twitter_tar_parser,ego-Twitter,18069824.0
twitter,twitter_graph000261,261,train,151,3307,0d2c892fe9fce22bbbe0e7c12d547fd0a96c6f83535dfb9713d27c648844e946,snap_twitter_tar_parser,ego-Twitter,18119683.0
twitter,twitter_graph000262,262,train,56,607,721bc7436ef9227a0f4cac4bda6e9df76e3a280656f2357892b99ba16f21e351,snap_twitter_tar_parser,ego-Twitter,18135029.0
twitter,twitter_graph000263,263,train,222,1806,8e62353a057d86eff7328c671579b67b0c0607450a1d3f56b112068d4316184e,snap_twitter_tar_parser,ego-Twitter,18191231.0
twitter,twitter_graph000264,264,train,113,479,c83c94c8201a6f0d277da48928d12a9def2d1d864b855d6119f220d6c6db7db8,snap_twitter_tar_parser,ego-Twitter,18201401.0
twitter,twitter_graph000265,265,train,190,3519,c926813ec14e5fe31438e61241142680dd94582ac95df75f9a70376f3e9f5296,snap_twitter_tar_parser,ego-Twitter,18226205.0
twitter,twitter_graph000266,266,train,154,2943,d44362ba0e0533756d3b811f489fb8f822a82604a5448654676e1cb87090be22,snap_twitter_tar_parser,ego-Twitter,18252740.0
twitter,twitter_graph000267,267,train,115,683,70930f9508aa46eab302802977c774e80113a85c2a4c099f592cd8b92e9fda15,snap_twitter_tar_parser,ego-Twitter,18270489.0
twitter,twitter_graph000268,268,train,219,2385,80929ef9e64c7ad25739d9682cf6e65445365fcb743b6071ea0e97e9a4b364eb,snap_twitter_tar_parser,ego-Twitter,18278524.0
twitter,twitter_graph000269,269,train,220,2283,478c3a50ac027ea249f710d90225eff74f4b62b77eee0bbb94cbb7db8eb866a4,snap_twitter_tar_parser,ego-Twitter,18338485.0
twitter,twitter_graph000270,270,train,188,2148,e6ac5ac6cdd0e53cba278ad60da7bf82acafd1208900ef777de665e099a56487,snap_twitter_tar_parser,ego-Twitter,18374320.0
twitter,twitter_graph000271,271,train,33,332,80c3dd56c882e3e94645512b5fd92d4d7f12a2540ac43ef3ced648824742daab,snap_twitter_tar_parser,ego-Twitter,18470775.0
twitter,twitter_graph000272,272,train,159,961,d67529db1843ddc2ceb7d6608ddb788803f4f8b09ddc48e869a9b7165c2ccb49,snap_twitter_tar_parser,ego-Twitter,18472735.0
twitter,twitter_graph000273,273,train,78,1236,0f0d99169afa865a0291b0c3f3330edfdfc39b33ecdd2bf2d8ce561c1996ec24,snap_twitter_tar_parser,ego-Twitter,18481292.0
twitter,twitter_graph000274,274,train,120,451,745cc3bbb1933b089c596592b941b5d54068aa5998b81f99d32c17fe9d6a644c,snap_twitter_tar_parser,ego-Twitter,18483115.0
twitter,twitter_graph000275,275,train,181,2562,234495b36a0921f4daa341727c26e5f5bd07b4b380a558093cc7fc8f56dc02c0,snap_twitter_tar_parser,ego-Twitter,18486243.0
twitter,twitter_graph000276,276,train,146,1838,5240b2e32d3b9a76e56b8f87fcaad569010ff764ed0bc54b146279425b75bab8,snap_twitter_tar_parser,ego-Twitter,18486881.0
twitter,twitter_graph000277,277,train,206,1419,b9f997faec7184b75ceba045cb6add2068ccff31a7d6a7a33767b9f80e0f5dfd,snap_twitter_tar_parser,ego-Twitter,18496986.0
twitter,twitter_graph000278,278,train,186,2706,6dcd65f94dd330b8625c43c121e3ac728894605ec67d57137586f7b6dc694244,snap_twitter_tar_parser,ego-Twitter,18534908.0
twitter,twitter_graph000279,279,train,23,216,25f04e30fcd3d54f9b78e4a588151c89b75b63834205d63af5397bafed7ccb7d,snap_twitter_tar_parser,ego-Twitter,18558612.0
twitter,twitter_graph000280,280,train,94,704,d3a85571ac324e3edf8ce50dc079b80ae4578e7db51e6559e237806b92aa57dd,snap_twitter_tar_parser,ego-Twitter,18571832.0
twitter,twitter_graph000281,281,train,192,1459,58748e5fa0224ba663e3ad05d27b30e05a920dae780d72640e39e316fa5e6b05,snap_twitter_tar_parser,ego-Twitter,18594420.0
twitter,twitter_graph000282,282,train,199,3617,502fe411736bad9421bb39b50424b7154ecae6031a699304693cf2f89bec7608,snap_twitter_tar_parser,ego-Twitter,18630326.0
twitter,twitter_graph000283,283,train,213,4152,c098fa35666019599e3c8758b260b305888d557a134f0c5a379584acaa3409e7,snap_twitter_tar_parser,ego-Twitter,18665800.0
twitter,twitter_graph000284,284,train,31,79,1a94bcf02e7ea66fa490eeb645c0ea69c8496965a8ad8b76b8d985dc9d8440ba,snap_twitter_tar_parser,ego-Twitter,18681592.0
twitter,twitter_graph000285,285,train,104,470,b8f07121eab3d4d242291f68e1b190b7feaffcc7a893c649af023685ce48be6b,snap_twitter_tar_parser,ego-Twitter,18687625.0
twitter,twitter_graph000286,286,train,108,401,bb61f3401b56961a6ec861d2cbaa4dd19a6f9b561c0e0daf2473f1a50931cc00,snap_twitter_tar_parser,ego-Twitter,18690700.0
twitter,twitter_graph000287,287,train,189,2224,398d51778f59fafd009dd25947e9d1046232c00c120666a9b6cee82a3da38e53,snap_twitter_tar_parser,ego-Twitter,18718580.0
twitter,twitter_graph000288,288,train,212,3513,ad82836b3958bc37b66df277801274b0852d2be85cbf0fa2ad6a36c78f55a6b5,snap_twitter_tar_parser,ego-Twitter,18731347.0
twitter,twitter_graph000289,289,train,160,3587,30b7c716b36804c207e93e97cede75233333c15a138b356b1ee16389a343a75f,snap_twitter_tar_parser,ego-Twitter,18734310.0
twitter,twitter_graph000290,290,train,148,1777,5cd860b46e3a402c1b9ee31f6eff5b53b93de3ca168c7e81ff7d0c4bdf68608e,snap_twitter_tar_parser,ego-Twitter,18788502.0
twitter,twitter_graph000291,291,train,192,1759,94a8b70ce1d8f526ba4e5c92509a14dad0fd951827913d5cd9399c85cc897c91,snap_twitter_tar_parser,ego-Twitter,18836167.0
twitter,twitter_graph000292,292,train,136,1982,9f2431f28c1339e3958ebe4014bc1e08437e8ff05aebdc124dde95aca700ebc3,snap_twitter_tar_parser,ego-Twitter,18846990.0
twitter,twitter_graph000293,293,train,210,4190,78edbff519ed79ae0945171b57b5a11317a74c4a06a6701ac3e91bb631cceb70,snap_twitter_tar_parser,ego-Twitter,18886852.0
twitter,twitter_graph000294,294,train,149,1741,7b7a9b970d8629bf703d7bd3c9d64ac40fc22c3834c717c699031fcda9727387,snap_twitter_tar_parser,ego-Twitter,18895362.0
twitter,twitter_graph000295,295,train,87,351,d92f7d8ba00c358560bebb3efbbaab45b505c1f1ced7c0ebdb80c2ea023fc83b,snap_twitter_tar_parser,ego-Twitter,18917716.0
twitter,twitter_graph000296,296,train,246,2415,afaadbf05eede48a2aff10ca24adb42c33a465a09e5be5d3831d0cccb4b42306,snap_twitter_tar_parser,ego-Twitter,18923866.0
twitter,twitter_graph000297,297,train,198,2793,c0cd910df36c6b43b3163664ab7e6e275471e861b607633b06bddd15c7073e09,snap_twitter_tar_parser,ego-Twitter,18951737.0
twitter,twitter_graph000298,298,train,126,1183,05cbcdc309c6ad0cf1a9905259d63ad932ee41e8e244923ff44ae38f9c07ad7b,snap_twitter_tar_parser,ego-Twitter,18957524.0
twitter,twitter_graph000299,299,train,30,152,066a93338675bb6e12780044727e35e8d0398d31bb9cb656d62c7927fab9a63e,snap_twitter_tar_parser,ego-Twitter,18988524.0
twitter,twitter_graph000300,300,train,62,640,a40cbafa6fdce2690440cdd3d6439e8902facf3ec0743de50dda2d5d4c8b8f14,snap_twitter_tar_parser,ego-Twitter,18996905.0
twitter,twitter_graph000301,301,train,201,3250,694e562675244f2239914cb9098f85b6f241f4883beb3712bff56a3e3c160846,snap_twitter_tar_parser,ego-Twitter,19064433.0
twitter,twitter_graph000302,302,train,178,4250,bbf844e2511efcb8c0384595f90c60e7034320ee2446087ee399b8e4d9eb50aa,snap_twitter_tar_parser,ego-Twitter,19110632.0
twitter,twitter_graph000303,303,train,119,1668,73701e29de9c94ac32982f725e88b70ec2fef0656b2c2283ad76380fbd7d8553,snap_twitter_tar_parser,ego-Twitter,19136295.0
twitter,twitter_graph000304,304,train,180,2275,cfcedab3b0c363b51499e0546fa781f699951f9e31b9822667dfbb120bb5306b,snap_twitter_tar_parser,ego-Twitter,19208450.0
